,Z-1,Z-2,Z-3,Z-4,Z-5,Z-6,Z-7,Z-8,Z-9,Z-10,Z-11,Z-12,Z-13,Z-14,Z-15,Z-16,Z-17,Z-18,Z-19,Z-20,Z-21,Z-22,Z-23,Z-24,Z-25,Z-26,Z-27,Z-28,Z-29,Z-30,Z-31,Z-32,Z-33,Z-34,Z-35,Z-36,Z-37,Z-38,Z-39,Z-40,Z-41,Z-42,Z-43,Z-44,Z-45,Z-46,Z-47,Z-48,Z-49,Z-50,Z-51,Z-52,Z-53,Z-54,Z-55,Z-56,Z-57,Z-58,Z-59,Z-60,Z-61,Z-62,Z-63,Z-64,Z-65,Z-66,Z-67,Z-68,Z-69,Z-70,Z-71,Z-72,Z-73,Z-74,Z-75,Z-76,Z-77,Z-78,Z-79,Z-80,Z-81,Z-82,Z-83,Z-84,Z-85,Z-86,Z-87,Z-88,Z-89,Z-90,Z-91,Z-92,Z-93,Z-94,Z-95,Z-96,Z-97,Z-98,Z-99,Z-100,Z-101,Z-102,Z-103,Z-104,Z-105,Z-106,Z-107,Z-108,Z-109,Z-110,Z-111,Z-112,Z-113,Z-114,Z-115,Z-116,Z-117,Z-118,Z-119,Z-120,Z-121,Z-122,Z-123,Z-124,Z-125,Z-126,Z-127,Z-128,Z-129,Z-130,Z-131,Z-132,Z-133,Z-134,Z-135,Z-136,Z-137
Z-87,77755.13,89274.36,57316.45,65072.75,175737.63,107814.35,147099.86,80510.0,95478.15,80923.89,80786.39,142391.41,105900.96,95757.42,92206.16,inf,79639.36,99326.0,161985.15,103939.08,82867.17,127434.24,175895.84,66051.98,111394.65,137089.31,87898.52,145956.14,77751.59,125973.88,120969.56,121036.13,140899.69,122254.81,119456.55,81417.85,68804.4,124988.74,84310.2,94587.85,148722.66,inf,inf,151546.12,84749.14,106495.2,119964.22,70195.73,78078.82,inf,148368.7,109145.16,74697.79,170748.52,122382.66,106670.42,76317.28,71330.58,97539.64,136442.17,inf,37755.35,89141.81,80749.72,74210.15,84013.05,59552.5,126453.73,64143.26,97477.49,105827.24,28206.49,99457.45,83145.97,114552.16,116784.13,143804.87,157626.55,49655.5,56650.34,46631.94,91968.73,2911.55,78522.48,112884.02,inf,inf,108363.74,138387.55,116192.44,59352.16,98609.6,82139.07,69748.15,126692.91,63742.53,77598.79,82828.87,109173.53,135415.47,105075.84,inf,111105.8,123121.01,118995.28,23431.23,61612.73,84843.75,113786.11,78844.54,131911.76,214888.47,51645.27,131716.17,100728.89,124124.3,144827.92,117047.34,123762.67,31893.51,105679.73,43803.39,148150.31,64016.34,52262.99,90301.86,16668.04,159753.99,85384.45,182585.78,213770.31,91212.61,112614.06,55265.29,73804.62,114278.95,inf
Z-88,132920.93,inf,87339.99,64093.58,118584.91,45120.91,59546.64,89475.02,98201.56,137827.77,103166.08,189895.11,98427.21,136893.02,137677.82,90607.16,160064.14,73279.14,80804.96,135371.57,112189.72,80909.71,102879.74,168437.31,69156.94,86394.39,114564.86,94583.78,93910.11,123507.07,39088.71,102804.28,114693.74,78061.23,100824.19,73210.92,63309.95,99583.55,103599.06,167197.65,118098.28,142816.97,92903.41,inf,59676.8,54862.21,60448.42,118500.4,106962.57,61413.21,49084.0,91439.46,72650.25,169705.26,157649.57,135430.65,57235.15,25152.02,32930.54,37405.48,179653.63,98969.33,69239.51,132048.59,159316.78,96075.41,71616.95,26969.4,190052.49,140884.56,46798.24,179431.08,76693.4,77463.11,37507.9,147581.18,60460.43,141823.67,113787.61,90942.45,138938.09,89545.6,100879.39,119698.41,83463.19,111903.02,53157.99,inf,111231.51,56052.44,85992.07,25808.36,111525.44,141522.46,85948.82,87310.91,109647.08,71035.16,126122.18,123000.69,146541.23,112457.91,57511.78,95110.39,125050.14,2028.05,30412.95,184358.98,71831.61,44178.25,56489.29,89589.39,111181.71,80779.75,108769.33,62837.92,107074.08,87804.58,26334.23,118518.06,50225.95,70336.49,108327.25,20775.88,71240.96,54999.7,98367.63,66277.77,158859.48,179480.08,37605.06,79324.26,86131.49,149774.25,174725.17,92224.44,143943.35
Z-89,78259.2,121156.43,118701.18,70239.1,78594.06,145569.18,inf,73891.78,81868.21,100611.34,14385.24,127156.67,74035.78,108420.9,141075.37,86556.52,inf,107259.84,68280.1,59269.25,114145.39,54161.71,110123.82,inf,71674.55,inf,75687.58,135172.66,2250.77,153898.48,91762.94,132925.15,114308.16,105657.6,130952.23,114689.87,94238.64,148108.45,109200.78,116500.83,132664.72,129864.32,117541.41,73381.4,5727.19,146174.43,121606.51,109728.41,52640.23,99360.36,118475.5,138102.72,inf,79077.12,45608.41,139884.5,91012.6,85394.23,99748.77,53635.04,118131.41,68067.79,64693.69,36892.58,inf,83365.35,152576.84,71524.55,96255.53,88143.88,101984.93,156588.07,inf,77099.94,49466.12,50133.52,75787.59,103543.85,64716.46,86992.94,80920.29,140687.51,60380.5,70023.7,51654.68,97934.62,82391.81,110537.04,inf,inf,inf,100711.48,92999.26,79144.86,110193.79,88766.82,97673.48,inf,79431.49,inf,inf,78325.35,67332.28,123492.09,98915.32,137674.42,104107.17,75296.15,140410.55,148299.33,157266.04,110379.86,inf,131793.77,74074.58,67324.46,130329.42,166704.49,66888.79,116402.79,134348.27,102313.04,106086.68,94696.62,74308.85,77102.53,185701.96,77580.65,121025.07,69947.53,100146.62,111378.3,180418.59,78059.73,95511.05,105541.0,122141.04
Z-90,118300.14,67795.64,148524.54,58115.63,96283.58,169902.67,130104.2,142359.87,96625.85,127849.9,80066.87,97317.23,158813.17,184702.56,113026.56,129371.64,30966.07,55406.16,95811.39,128458.64,123804.94,129073.96,73900.55,100501.23,167847.21,126242.85,94974.94,85285.79,125907.67,83362.46,86685.36,140578.15,107033.54,31698.15,52064.33,inf,92649.07,82148.7,109096.7,84459.27,45753.46,101241.13,89765.77,125269.11,80643.85,81346.76,17949.94,102730.7,125506.57,104693.31,168399.72,100666.06,141909.67,93438.37,135727.09,153026.53,146702.76,36176.59,204380.77,130876.69,108092.69,28759.08,74589.11,59895.24,67881.26,73863.1,inf,21721.35,141321.31,86888.73,74890.91,80522.14,inf,106982.52,103996.21,43100.96,108936.35,157048.82,104723.51,104105.97,106913.49,45388.53,104672.11,92308.06,137124.1,inf,48283.09,115844.78,12266.21,inf,113400.34,137437.42,53693.44,123813.63,50045.47,16292.63,160438.33,inf,113044.21,111394.16,131040.55,109037.64,128886.08,173385.34,131674.91,88626.71,143225.51,inf,128907.22,86680.01,134420.22,155272.36,79887.88,114780.99,193643.43,83145.29,70944.75,107248.25,38625.37,43882.42,70289.1,44164.21,113198.4,76459.48,87603.47,161712.01,64538.04,110410.54,85718.17,119687.2,27857.54,8689.39,inf,98902.88,106248.55,136869.61,135306.41
Z-91,151620.78,71398.53,112295.07,100253.52,77884.15,127794.96,106478.64,117063.48,89637.33,156902.0,71746.82,inf,147299.88,134999.64,92793.48,84147.86,79505.02,60696.01,116445.57,90116.27,inf,41087.27,64007.03,164428.72,56372.15,61776.7,121843.48,130925.52,77567.98,79382.14,97165.33,57054.98,89537.32,123108.72,169213.05,87461.67,92904.45,70360.24,56567.33,99435.99,133372.89,57148.61,101500.51,154526.06,22523.63,91550.39,121847.7,154958.35,127351.2,98791.97,66674.36,88695.98,105418.27,81672.35,112006.99,118355.64,155504.61,189633.12,96604.08,142340.5,105813.79,110505.65,53134.07,98820.62,167710.91,85081.46,118228.84,145649.08,69853.65,inf,121618.56,83852.21,34171.65,139421.66,73229.11,35639.4,172705.51,143270.88,113832.56,10132.73,119750.34,97904.79,inf,62101.24,inf,163463.72,63275.94,99699.15,123434.89,inf,inf,100739.22,133008.06,97965.66,204620.54,72293.22,107907.31,60526.84,51153.89,55661.97,59265.02,134432.59,112207.54,55146.23,128688.32,39764.75,39052.49,55379.53,inf,42202.35,86668.77,85847.93,61411.52,4418.13,188587.22,95631.43,163540.4,125931.45,112958.77,154135.7,inf,inf,93481.01,81252.67,76695.9,86290.13,26146.51,118684.09,207974.28,71109.61,108809.61,22269.91,92490.89,106575.8,142923.5,95667.42,71210.68
Z-92,103558.95,165821.83,86870.41,129221.08,50220.91,91614.42,51831.28,56307.13,155143.13,53729.77,inf,128272.73,111964.85,95336.97,55315.08,85362.17,66053.12,84802.41,43120.31,104430.21,79030.3,47737.18,126533.25,134342.12,76964.53,109229.16,85367.29,53707.44,122360.75,170808.71,128900.99,142410.58,93628.02,99438.24,84376.9,54181.16,135014.93,118378.19,108310.33,135734.38,109092.41,104784.71,75444.67,127726.8,37380.54,107141.19,104503.96,108524.24,130760.31,125400.97,165705.01,106412.04,67629.07,127999.56,85667.75,180040.77,99538.12,89694.43,78272.58,89948.11,61176.83,153720.45,56837.22,97007.36,112611.23,111178.47,86108.33,95835.78,104964.25,60730.34,142434.57,161854.47,26409.9,79681.22,114750.26,111533.26,138375.52,105181.0,41262.06,152070.03,82818.76,135176.43,141604.77,143377.01,200146.29,89613.26,144065.26,118951.72,140104.28,166148.58,55381.27,inf,120748.54,189125.18,89668.47,47775.35,152433.48,95298.5,97394.03,154136.81,171136.85,99216.8,154823.98,123698.7,98089.52,89618.29,98449.57,152858.69,33143.56,133445.87,93028.85,92588.13,46857.15,52776.98,121731.03,96788.7,229508.74,77676.45,71196.92,66782.3,93931.72,183430.21,55023.5,86713.26,189814.76,90490.57,139768.97,8374.87,102625.59,116833.25,48300.63,81371.52,82955.75,164197.95,54868.37,193417.47,143022.61
Z-93,83050.12,53105.95,132419.13,54391.59,105077.57,110139.24,21668.22,92197.86,73164.56,72283.36,113902.36,100376.94,128866.69,80351.17,109484.21,79738.3,62319.13,43322.1,128342.07,139587.55,95608.2,68742.09,92924.41,inf,53202.34,136137.87,46917.6,79608.0,97739.72,51598.42,100080.89,175661.48,67736.76,88701.94,100469.03,157661.15,inf,88723.53,96539.59,112822.99,120958.28,59389.61,124895.21,107733.59,42829.37,inf,60683.45,112349.68,81506.06,159702.76,138863.67,41913.56,108471.97,195656.62,117910.94,80330.84,99841.8,130508.07,185691.25,80044.43,172564.57,165729.66,69538.55,138701.03,137611.74,168111.23,98104.5,87858.11,120450.32,184404.52,63139.66,79345.0,48542.45,90716.11,94624.9,99758.24,97263.15,85297.29,142549.96,77970.55,93588.68,20753.6,169733.41,77858.78,124547.73,87590.93,74498.57,48368.46,97401.55,123244.07,54935.44,67815.73,inf,63100.91,149764.89,68067.67,120522.33,111402.49,36364.77,92560.74,173357.87,49848.41,117906.05,41780.97,150534.98,28672.73,66508.81,79175.19,76891.0,74541.29,152930.48,103022.25,96931.52,31258.42,105849.05,155116.03,83326.28,125426.02,101066.29,110089.15,78066.67,65973.22,143465.8,167133.76,93626.85,inf,120201.04,85115.48,5412.8,124647.44,128868.72,81399.47,77019.53,93125.45,101934.17,78988.86,91937.48
Z-94,162451.61,70878.59,155463.69,49740.49,112532.57,124867.36,118499.01,114095.79,100443.36,83529.88,9378.75,108764.88,89141.42,83932.0,112421.54,88221.49,55455.65,86322.73,19537.84,132908.46,177519.18,131662.13,75682.45,54651.29,68644.88,102746.05,96030.07,118236.57,184682.7,120304.49,59429.36,156426.19,154871.28,134648.55,128783.02,30318.1,145007.19,95907.05,130393.91,51421.66,72137.9,120231.74,22008.38,80167.79,136847.89,118475.29,82763.16,164223.82,98456.31,156968.89,92164.18,110631.5,127617.17,74410.21,134219.16,122176.41,92282.06,148695.34,38355.91,115367.38,100533.77,102720.49,127966.86,124594.52,148021.38,87332.44,88206.68,144620.03,32376.54,60544.98,1563.49,104135.03,147848.31,123711.63,172403.22,63801.34,99458.31,134698.73,96101.24,20130.81,137772.22,150402.74,166140.37,65515.32,101709.95,43952.0,86800.21,135149.73,102393.1,97230.89,inf,88250.26,132627.24,inf,107657.47,149560.97,115928.17,inf,162767.57,45483.98,48710.42,149328.53,72465.9,79129.12,97370.34,124375.72,66540.74,148221.17,140073.31,92100.46,107907.91,102161.63,85885.96,127435.46,83125.41,86020.49,162670.64,76926.65,96490.96,117066.36,120393.23,53651.47,90931.56,22100.05,84418.5,87214.41,120644.08,129344.92,97332.15,81256.61,93106.86,97515.85,46261.67,107830.55,108487.92,174158.2,102465.67
Z-95,93896.43,110431.93,120624.58,101833.84,84114.66,173933.19,23987.27,117465.39,114430.77,127545.68,158910.0,102490.38,28434.55,154714.97,16475.64,102891.79,21093.82,inf,68079.37,162581.14,115257.4,119547.36,52766.42,103103.56,57120.11,16734.04,134783.77,94382.55,31235.71,180391.53,75078.26,17239.92,112239.56,71350.08,18922.56,101472.82,200286.73,104466.44,146883.59,114700.09,129372.83,111414.19,101313.19,157407.18,101683.82,158192.88,108354.18,117308.67,131256.7,171565.42,inf,75963.44,6842.95,108477.23,49154.86,53760.9,79636.42,inf,102948.13,72746.82,71136.51,99895.88,77300.91,87768.48,48642.82,88144.44,178209.46,128648.21,162837.13,66908.36,115886.8,47460.69,128136.82,102038.19,79482.67,4529.24,95844.86,133114.01,54305.09,158458.12,168032.41,152372.59,inf,69171.18,122366.98,120679.33,122987.15,100317.32,58800.2,80430.51,98998.89,91164.05,inf,99228.73,inf,186501.43,92898.52,108863.84,114889.78,124645.93,31897.15,97530.6,127767.77,92912.38,150818.43,113350.32,83591.82,57244.79,94115.52,76476.67,91827.66,73257.56,148601.41,129855.38,115067.53,59257.2,inf,110113.92,119864.21,107607.36,32687.12,132808.27,89326.44,69710.07,145811.18,inf,52029.25,122114.72,57935.0,94788.59,152601.02,140884.7,68312.47,68399.87,86780.2,113140.83,144123.85
Z-96,42969.73,inf,86991.5,148970.5,141858.17,150796.77,49354.15,78042.3,inf,74637.04,104192.59,60538.46,81607.3,102421.98,114755.27,109646.84,14165.01,148139.27,104877.42,inf,25112.06,95879.44,105620.24,117388.68,120798.49,77936.79,89920.09,179945.46,66702.37,88866.95,67363.67,170409.32,94837.25,180613.8,150630.46,127479.23,106995.87,90374.7,145841.39,106620.93,135207.94,138721.45,37851.84,102915.93,77391.72,91045.67,145958.01,72345.12,75998.24,131642.28,inf,116097.52,42144.11,98605.93,153441.23,64734.81,85814.67,101661.58,87175.78,101508.33,58663.2,60312.81,144558.44,108441.57,65470.56,142562.74,65948.38,131660.5,101678.77,126415.39,86241.64,104280.85,106671.81,150587.76,52017.99,80467.72,156350.82,158714.94,135595.28,174773.66,inf,83839.04,17957.41,113434.06,72906.59,111444.24,181504.98,138785.42,138044.86,149140.79,71146.5,93294.87,inf,56744.74,36743.5,inf,205859.31,100895.0,117666.3,167972.31,inf,143936.41,inf,129182.44,106458.27,46042.09,107535.76,142842.16,inf,107562.56,84020.15,102143.23,55049.23,87723.71,88354.16,59251.22,122414.44,114479.55,44596.2,125892.15,78658.5,inf,145068.71,124574.63,158893.54,42451.39,83789.97,97777.28,37586.67,78718.72,78325.43,129758.94,68318.69,101964.2,86011.16,119225.84,76519.29
Z-97,2429.87,95876.51,28729.39,125575.43,86638.81,81364.55,56300.84,134142.68,72129.3,31491.01,inf,94063.28,141004.07,131948.55,83425.95,70040.94,96073.53,134614.63,98614.04,127391.74,133081.09,76919.59,121273.23,143587.35,105650.46,70561.61,76765.54,50534.56,90449.99,125463.01,65507.33,8476.91,72498.06,80756.48,63269.68,37702.53,41577.39,184842.44,23463.85,147399.22,79292.34,145079.86,116395.48,79442.35,121852.93,134749.16,60786.0,90626.57,60141.06,147058.9,127388.66,128165.33,116079.95,119811.67,106372.85,118564.88,114058.08,152723.52,149314.07,58399.25,85736.91,107984.99,173940.06,43159.28,100131.36,108504.02,75540.07,142321.05,162442.21,101871.02,inf,105606.07,107519.64,110155.7,78626.7,85651.88,141611.76,51697.98,89314.79,134793.1,66876.16,84699.76,86626.3,147609.55,109489.26,89136.97,69303.83,111960.24,165530.09,182929.09,66426.61,116066.31,56442.81,128467.46,inf,19692.41,inf,160990.55,99307.88,157197.22,127989.7,48132.64,78992.93,65007.31,96009.86,117365.28,127061.65,97150.46,88200.43,130527.16,79835.89,67382.82,22611.51,144546.67,115056.59,48966.03,61071.52,126194.33,76535.77,14176.27,170109.32,130422.67,94035.35,173161.36,84179.09,65182.83,104985.92,inf,130172.38,142875.82,156628.36,inf,73991.43,inf,119774.71,61245.02,93741.0
Z-98,70667.49,132209.07,25774.1,142986.68,97012.16,88658.22,113666.66,166167.25,114388.51,99885.65,218540.16,101569.65,82147.19,61055.57,82940.34,134251.38,104258.14,72527.08,115677.87,105786.8,95004.09,95672.72,22429.56,149864.62,106591.83,34583.96,75902.4,57696.25,72000.68,140976.48,70160.69,135671.78,119931.42,134529.47,inf,107129.72,71780.58,13324.47,66750.81,143889.5,84798.0,108041.22,91848.3,116023.14,84806.49,125645.09,112023.14,87859.13,94056.28,122045.44,80870.28,114602.08,103358.45,95477.84,65737.11,137504.26,125686.69,56119.5,92232.27,135133.08,152019.87,62075.46,116399.56,129988.65,122414.92,58211.61,128231.96,140622.87,142323.76,106787.52,105627.12,97884.5,143704.36,130578.29,inf,78390.78,83098.54,87283.88,175507.45,82998.27,104683.28,121945.23,74350.64,101342.6,46161.18,61015.42,188097.5,92691.77,122803.24,161279.52,111327.29,89059.91,75084.18,126202.26,231195.07,124841.64,154820.23,inf,56484.68,76656.66,75007.63,78710.22,85626.71,115247.1,177174.55,116741.27,141667.65,138152.31,98591.93,121919.78,77783.19,128188.76,129787.87,100340.86,133998.1,31739.08,121285.92,105558.46,130995.74,inf,70330.71,151701.6,73480.41,177373.08,92139.07,79791.8,139363.31,114935.65,88482.79,114374.26,165335.13,104991.03,11221.66,46086.87,112804.66,62125.37,70323.06
Z-99,79547.67,56112.72,117773.32,47677.97,137459.92,146930.04,125175.97,95567.02,124090.1,77859.09,66897.98,75608.29,16639.56,48739.68,167654.48,127912.36,195386.88,40560.05,97862.84,140618.51,150444.64,121778.9,186488.16,inf,53374.68,71748.26,137255.92,89040.09,3676.48,104082.95,172547.78,3588.09,45285.49,104737.96,121230.41,122094.97,103088.29,107018.2,98684.26,83095.48,121601.74,151079.19,46018.29,100533.24,162662.93,128098.49,95130.36,140884.19,117456.35,76807.46,46958.46,52105.85,67185.32,73786.07,91534.1,107448.97,129306.66,138738.69,160186.35,54755.39,14150.25,123634.84,115355.82,1312.31,66467.75,80526.62,inf,81290.3,113158.57,107184.79,67370.82,95857.15,87718.26,102250.55,128600.9,inf,125231.06,75310.38,inf,inf,inf,100074.09,52499.13,104693.9,99908.41,131194.58,55704.61,141441.39,157229.85,92384.04,79977.66,102722.7,49589.02,41566.22,197979.06,124855.8,150084.62,93335.76,inf,68172.26,116363.6,98025.2,90540.08,78696.21,99925.57,90217.73,82802.52,81597.93,86470.76,107645.39,64484.38,34535.52,220749.46,87833.66,64959.92,43662.99,149531.55,147395.88,65642.61,157824.75,132281.99,130793.66,119055.63,162569.75,97953.18,42129.07,64589.42,87134.0,42142.02,83352.42,94909.79,88296.52,119992.52,152940.28,81375.96,99442.46,inf
Z-100,92279.09,156765.34,81611.79,74593.66,94914.5,13979.6,inf,45862.17,120556.18,84832.22,88989.83,118299.24,194189.35,88485.43,137595.73,91245.92,103689.2,inf,130970.7,184988.52,160287.16,74116.8,186243.99,145065.15,54371.81,124137.9,100920.11,107784.52,inf,53919.03,inf,83270.04,46864.93,130117.68,107286.18,63797.04,75030.22,54084.38,58530.69,155631.08,84013.98,158427.0,inf,134245.16,114449.0,181095.51,63758.05,110685.17,59509.53,130670.19,119999.89,31466.97,117802.45,59706.91,65296.94,120020.91,69122.81,139036.03,57302.38,57865.96,79829.14,88477.72,95639.68,146079.34,121738.24,inf,83053.53,105087.57,84765.06,73728.93,89375.21,87984.7,48866.29,58212.52,97782.0,96363.3,128126.95,64378.65,74376.31,84168.67,31545.83,73503.14,119625.72,92560.0,67564.07,80336.82,101035.71,92029.28,31251.06,102598.87,99681.41,70935.91,109105.09,64296.51,124967.96,60971.67,116766.52,97076.01,55652.07,inf,133404.41,73715.41,124761.18,107168.06,127204.91,120988.48,88757.41,129920.91,182030.67,119543.12,129323.31,45161.48,119327.42,inf,inf,118596.55,95014.58,109726.45,93910.63,107515.86,inf,134202.94,141932.27,114880.63,57896.66,53606.63,43799.71,87846.77,84087.14,159842.88,60591.18,30745.11,104791.09,152099.88,145778.24,inf,97360.25
Z-101,85210.96,68583.53,55780.86,57884.86,124437.47,182920.19,131239.51,85415.64,152323.06,144435.04,151906.03,108601.06,216047.34,102751.8,89573.87,68210.56,115048.96,111615.78,40807.83,38354.4,85522.92,163899.01,83797.79,73589.14,146424.27,30332.38,139890.65,57293.98,131647.45,54154.5,107027.1,133926.58,118076.36,104402.98,87775.46,200220.62,133767.13,145658.4,54986.42,56492.97,100079.52,127332.04,41144.19,106445.57,96587.88,161402.38,90295.9,157199.59,99886.81,5161.87,112861.85,118505.63,115118.46,135782.02,58446.71,125459.51,103956.58,99344.5,inf,138445.64,73966.01,117123.49,145973.66,139819.8,70658.2,inf,7011.06,158865.32,58167.49,97166.4,53070.69,76714.48,112439.1,67596.49,133294.72,77306.53,172362.94,112610.65,40196.84,87875.92,75270.05,142810.81,57923.87,28402.36,75931.55,125477.91,111077.32,92171.31,102526.87,102436.64,101223.89,123035.5,184386.01,63036.09,37559.83,inf,inf,101727.4,89468.47,59468.73,inf,72087.9,162330.85,129763.58,103355.5,95866.05,91408.23,62960.72,53756.31,161057.58,48223.58,133369.12,153628.4,146392.98,164627.22,134186.49,65390.7,111055.31,105360.59,121885.58,120878.29,128076.28,126873.09,131039.07,141044.9,116215.62,127941.13,75348.1,87336.89,167497.48,63788.25,76953.95,131427.08,133396.46,97508.14,92082.97,84332.16
Z-102,111199.17,94073.4,86897.91,79943.24,130233.94,148200.85,98490.3,93667.32,inf,81236.77,125381.53,15056.84,76302.17,34157.27,65231.14,95937.47,115487.42,65854.74,88630.16,122499.55,100760.4,89634.89,101555.56,109472.72,125708.65,130346.36,56126.37,80438.87,105261.29,87744.8,inf,194597.25,81562.56,174533.94,11172.33,141333.32,85570.0,33847.79,59986.77,155878.02,55960.18,93691.42,96044.77,72084.52,54166.97,146975.12,177066.34,98158.35,154163.02,128508.34,95507.16,158686.55,55000.73,115239.61,108821.92,84252.29,124609.66,122605.4,79359.52,57668.72,54094.27,108169.27,inf,100049.17,112641.47,49728.07,72699.22,76766.53,65725.86,63139.3,114622.77,128509.85,145867.7,194333.0,34947.46,25865.59,82409.27,158007.87,129990.44,94413.37,111162.79,158183.04,72923.53,106097.4,242583.53,140331.94,33257.93,143613.46,151180.5,37470.37,73054.92,86488.97,30272.05,126476.69,130787.79,92768.47,136283.18,93669.02,107543.81,133209.35,179782.35,inf,127771.15,149608.21,124351.69,160628.13,82367.29,inf,97443.3,108767.95,100989.96,149800.94,169139.46,161410.09,167045.89,100788.99,81517.17,125503.99,125782.51,95094.69,111996.11,44375.51,121552.07,142966.11,39394.27,127883.38,97343.76,150432.35,38250.09,111598.44,100675.2,147291.0,104711.56,131256.13,63458.61,108402.91,102428.96
Z-103,53348.2,164807.32,102970.99,58599.43,66605.91,84068.94,110615.16,121239.05,inf,83601.31,125002.05,175410.21,159041.65,inf,61087.27,inf,10221.21,126693.54,94876.28,131735.31,112326.82,90489.56,159136.65,9623.21,91262.56,107162.92,53595.5,100509.59,52276.54,13125.72,118498.08,116925.24,142997.79,17722.64,119295.16,56331.89,43902.75,162706.3,121383.78,64109.15,117988.92,94127.39,120682.69,80896.27,173268.13,169208.52,142699.08,102293.06,129553.9,105844.21,130435.06,105889.51,68948.79,114176.8,147194.0,125188.57,83911.58,126879.07,81372.91,36017.77,147477.32,3420.98,119369.18,101606.97,149802.02,33285.64,147512.71,98945.57,167722.49,107944.34,15464.48,inf,99338.42,62086.39,120964.15,64205.93,127138.34,112058.89,123649.04,58479.77,44942.49,81876.54,134611.25,108598.36,71950.02,105283.83,93397.83,109061.98,inf,94965.24,80959.01,inf,181789.86,88749.27,51525.0,85048.95,59433.72,55638.21,93817.17,31462.7,84722.48,142887.29,inf,140556.07,97066.93,133395.88,70504.53,131593.54,111502.36,29731.11,63943.45,95289.72,95969.24,5846.81,152403.85,74574.11,130483.94,48031.1,113415.41,43971.31,64186.02,100573.48,67035.32,23814.95,96169.1,110510.73,inf,inf,62565.36,92231.21,196325.65,99289.52,36784.72,103169.84,204378.91,89006.98,145668.06
Z-104,73821.13,59289.46,106640.0,88514.28,142020.85,109685.56,103000.76,117804.03,168458.25,64175.17,93047.77,122576.55,111056.86,69788.81,184685.65,118332.05,121013.37,116960.03,35216.38,120839.14,61844.42,38724.61,73258.47,205617.95,46357.19,92548.21,188820.39,11912.44,120658.37,89678.08,16775.03,102980.8,100502.02,93651.6,inf,125711.36,35526.2,120779.27,74385.79,129894.69,157870.17,89928.3,76304.62,43358.28,139439.42,inf,43946.39,111908.18,63856.64,95436.98,63287.09,97706.94,32889.3,57715.5,96495.79,115515.94,112991.04,84371.78,97112.15,134169.19,100019.48,127140.05,140964.27,69915.0,117961.01,167395.41,126918.37,inf,164233.21,86064.48,81651.47,69218.9,50578.93,123280.67,125270.12,39078.78,123918.14,123907.54,181017.68,1817.97,127532.14,82242.39,15558.76,119887.69,28138.08,102572.04,132626.63,85365.33,91359.49,171145.11,79518.2,168653.57,41511.98,91829.82,78542.81,88152.23,inf,50453.52,128772.9,81757.91,133759.44,99821.28,93774.47,inf,93232.47,122041.13,147212.08,inf,55268.23,109815.04,47791.26,118667.39,139705.16,181222.57,inf,55592.87,123402.01,90906.42,112952.3,51928.99,57219.34,79452.27,74834.81,143814.83,74812.51,113881.24,136982.74,50365.01,118365.94,inf,123459.78,91446.72,35403.04,111460.98,43844.28,52976.21,88869.37
Z-105,71099.05,107529.77,89588.75,43833.88,127886.76,42618.67,107556.35,36950.15,72539.32,141253.31,119286.14,148877.52,92732.36,inf,147452.42,125972.8,13877.73,74373.13,35014.72,68938.23,29094.76,74521.84,30534.44,106615.55,122869.0,101897.74,86538.33,130294.75,85348.14,79562.49,64467.16,75615.93,66888.37,63611.55,76308.4,124001.62,197719.18,73724.05,74880.57,54534.48,58662.03,89146.38,161642.53,122930.38,124268.12,197910.83,77005.3,120465.33,59922.23,119182.25,72188.82,116358.18,103841.17,54510.19,183779.59,174625.85,88231.25,82911.76,inf,92709.92,128914.24,98894.74,4443.04,85312.56,131941.93,94673.29,125840.53,165963.45,89573.13,118493.24,129181.58,53765.86,54956.99,160181.15,20425.01,142965.71,143052.5,103677.95,126017.51,90251.13,57969.96,186025.72,102808.06,58100.61,165957.93,91105.31,123622.82,131934.78,89322.96,179181.8,88716.57,73515.59,95350.25,109467.08,120174.76,62929.8,inf,135737.93,150710.42,164656.1,inf,83148.38,69353.97,50271.54,inf,86612.78,101248.99,70313.32,90541.13,65214.85,144048.19,51947.1,86553.01,62831.45,43306.34,53988.63,114386.32,inf,102433.48,106109.19,105147.59,113324.69,112063.59,inf,inf,inf,82597.52,81694.8,129324.82,155353.14,74678.63,125885.5,79957.78,63341.22,60397.18,128227.84,166697.69
